*** PreOrder Traversal: 
(color: 5, upperR: 0, upperC: 0, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 13, upperC: 54, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 13, upperC: 55, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 54, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 14, upperC: 52, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 14, upperC: 54, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 52, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 8, upperC: 48, NWkid's color: 5, NEkid's color: 5, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 8, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 8, upperC: 58, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 57, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 57, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 56, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 10, upperC: 58, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 59, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 58, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 59, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 58, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 8, upperC: 56, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 8, upperC: 60, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 8, upperC: 62, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 60, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 61, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 60, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 61, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 60, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 10, upperC: 62, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 10, upperC: 63, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 62, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 11, upperC: 63, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 10, upperC: 62, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 8, upperC: 60, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 12, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 12, upperC: 58, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 14, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 14, upperC: 58, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 56, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 12, upperC: 60, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 12, upperC: 62, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 14, upperC: 60, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 14, upperC: 62, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 12, upperC: 60, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 5, upperR: 8, upperC: 56, NWkid's color: 5, NEkid's color: 5, SWkid's color: 5, SEkid's color: 5)-->
(color: 5, upperR: 0, upperC: 48, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 1, upperR: 16, upperC: 32, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 16, upperC: 33, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 17, upperC: 32, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 17, upperC: 33, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 32, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 16, upperC: 34, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 16, upperC: 35, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 17, upperC: 34, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 17, upperC: 35, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 34, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 18, upperC: 32, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 34, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 32, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 16, upperC: 36, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 16, upperC: 37, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 17, upperC: 36, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 17, upperC: 37, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 36, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 16, upperC: 38, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 16, upperC: 39, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 17, upperC: 38, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 17, upperC: 39, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 38, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 18, upperC: 36, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 38, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 36, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 20, upperC: 32, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 20, upperC: 36, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 32, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 16, upperC: 40, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 16, upperC: 42, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 18, upperC: 40, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 18, upperC: 42, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 40, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 16, upperC: 44, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 16, upperC: 46, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 18, upperC: 44, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 18, upperC: 46, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 44, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 20, upperC: 40, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 20, upperC: 44, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 40, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 24, upperC: 32, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 24, upperC: 40, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 32, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 16, upperC: 48, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 16, upperC: 50, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 48, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 50, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 48, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 1, upperR: 16, upperC: 52, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 16, upperC: 54, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 52, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 54, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 52, NWkid's color: 1, NEkid's color: 1, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 20, upperC: 48, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 20, upperC: 52, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 48, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 16, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 16, upperC: 58, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 57, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 57, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 18, upperC: 56, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 18, upperC: 58, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 59, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 58, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 59, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 18, upperC: 58, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 5, upperR: 16, upperC: 56, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 16, upperC: 60, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 16, upperC: 62, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 60, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 61, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 60, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 61, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 18, upperC: 60, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 0, upperR: 18, upperC: 62, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 18, upperC: 63, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 62, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 1, upperR: 19, upperC: 63, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 18, upperC: 62, NWkid's color: 0, NEkid's color: 0, SWkid's color: 1, SEkid's color: 1)-->
(color: 5, upperR: 16, upperC: 60, NWkid's color: 0, NEkid's color: 0, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 20, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 20, upperC: 60, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 56, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 0, upperR: 24, upperC: 48, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 24, upperC: 56, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 16, upperC: 48, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
(color: 5, upperR: 0, upperC: 32, NWkid's color: 5, NEkid's color: 5, SWkid's color: 5, SEkid's color: 5)-->
(color: 0, upperR: 32, upperC: 0, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 0, upperR: 32, upperC: 32, NWkid's color: -1, NEkid's color: -1, SWkid's color: -1, SEkid's color: -1)-->
(color: 5, upperR: 0, upperC: 0, NWkid's color: 5, NEkid's color: 5, SWkid's color: 0, SEkid's color: 0)-->
------------ END ------------
